4759150059520,do_power,start,2023-11-09 17:33:56.001394
4759150059520,do_power,stop,2023-11-09 17:33:56.002439
4759150572416,do_addieren,start,2023-11-09 17:33:56.003744
4759150572416,do_addieren,stop,2023-11-09 17:33:56.004753
3723568417920,do_power,start,2023-11-09 17:34:02.661994
3723568417920,do_power,stop,2023-11-09 17:34:02.661994
3723568695616,do_addieren,start,2023-11-09 17:34:02.661994
3723568695616,do_addieren,stop,2023-11-09 17:34:02.661994
3723568107392,do_addieren,start,2023-11-09 17:34:02.661994
3723568107392,do_addieren,stop,2023-11-09 17:34:02.661994
3723568765440,do_addieren,start,2023-11-09 17:34:02.661994
3723568765440,do_addieren,stop,2023-11-09 17:34:02.661994
3723568769536,do_addieren,start,2023-11-09 17:34:02.661994
3723568769536,do_addieren,stop,2023-11-09 17:34:02.661994
3723568496704,do_addieren,start,2023-11-09 17:34:02.661994
3723568496704,do_addieren,stop,2023-11-09 17:34:02.661994
3723568253888,do_addieren,start,2023-11-09 17:34:02.661994
3723568253888,do_addieren,stop,2023-11-09 17:34:02.661994
3723568765888,do_addieren,start,2023-11-09 17:34:02.661994
3723568765888,do_addieren,stop,2023-11-09 17:34:02.661994
3723568769408,do_addieren,start,2023-11-09 17:34:02.661994
3723568769408,do_addieren,stop,2023-11-09 17:34:02.661994
3723568497728,do_addieren,start,2023-11-09 17:34:02.661994
3723568497728,do_addieren,stop,2023-11-09 17:34:02.661994
3723568253568,do_addieren,start,2023-11-09 17:34:02.661994
3723568253568,do_addieren,stop,2023-11-09 17:34:02.661994
3723568766336,do_addieren,start,2023-11-09 17:34:02.661994
3723568766336,do_addieren,stop,2023-11-09 17:34:02.661994
3801980611712,do_addieren,start,2023-11-09 17:34:06.533217
3801989074176,do_power,start,2023-11-09 17:34:06.533217
3801989074176,do_power,stop,2023-11-09 17:34:06.533217
3801989143424,do_power,start,2023-11-09 17:34:06.533217
3801989143424,do_power,stop,2023-11-09 17:34:06.533217
3801980611712,do_addieren,stop,2023-11-09 17:34:06.534978
3961413897024,do_power,start,2023-11-09 21:57:02.523210
3961413897024,do_power,stop,2023-11-09 21:57:02.525518
3961414174976,do_addieren,start,2023-11-09 21:57:02.525518
3961414174976,do_addieren,stop,2023-11-09 21:57:02.526969
3961413586560,do_addieren,start,2023-11-09 21:57:02.529489
3961413586560,do_addieren,stop,2023-11-09 21:57:02.530801
3961414244736,do_addieren,start,2023-11-09 21:57:02.530801
3961414244736,do_addieren,stop,2023-11-09 21:57:02.531816
3961414248832,do_addieren,start,2023-11-09 21:57:02.531816
3961414248832,do_addieren,stop,2023-11-09 21:57:02.533293
3961413976000,do_addieren,start,2023-11-09 21:57:02.533293
3961413976000,do_addieren,stop,2023-11-09 21:57:02.534691
3961413733184,do_addieren,start,2023-11-09 21:57:02.535704
3961413733184,do_addieren,stop,2023-11-09 21:57:02.535704
3961414245184,do_addieren,start,2023-11-09 21:57:02.539218
3961414245184,do_addieren,stop,2023-11-09 21:57:02.540232
3961414248704,do_addieren,start,2023-11-09 21:57:02.540232
3961414248704,do_addieren,stop,2023-11-09 21:57:02.541514
3961413977024,do_addieren,start,2023-11-09 21:57:02.541514
3961413977024,do_addieren,stop,2023-11-09 21:57:02.542527
3961413732864,do_addieren,start,2023-11-09 21:57:02.542527
3961413732864,do_addieren,stop,2023-11-09 21:57:02.543758
3961414245632,do_addieren,start,2023-11-09 21:57:02.544769
3961414245632,do_addieren,stop,2023-11-09 21:57:02.545770
3110557638272,do_power,start,2023-11-09 21:57:08.723391
3110557638272,do_power,stop,2023-11-09 21:57:08.724389
3110558151232,do_addieren,start,2023-11-09 21:57:08.728040
3110558151232,do_addieren,stop,2023-11-09 21:57:08.730040
4785829916288,do_addieren,start,2023-11-09 21:57:15.588942
4785830710272,do_power,start,2023-11-09 21:57:15.590363
4785830710272,do_power,stop,2023-11-09 21:57:15.590879
4785830779520,do_power,start,2023-11-09 21:57:15.590879
4785830779520,do_power,stop,2023-11-09 21:57:15.591947
4785829916288,do_addieren,stop,2023-11-09 21:57:15.591947
3401789681280,increase,start,2023-11-13 20:54:16.175016
3401789681280,increase,stop,2023-11-13 20:54:16.176000
3401789909184,increase,start,2023-11-13 20:54:16.176000
3401789909184,increase,stop,2023-11-13 20:54:16.177001
3401789908864,increase,start,2023-11-13 20:54:16.177001
3401789908864,increase,stop,2023-11-13 20:54:16.177001
3401789909440,increase,start,2023-11-13 20:54:16.178003
3401789909440,increase,stop,2023-11-13 20:54:16.178003
3401789908800,increase,start,2023-11-13 20:54:16.178003
3401789908800,increase,stop,2023-11-13 20:54:16.179002
3401789909248,increase,start,2023-11-13 20:54:16.179002
3401789909248,increase,stop,2023-11-13 20:54:16.179002
3401789908160,increase,start,2023-11-13 20:54:16.180001
3401789908160,increase,stop,2023-11-13 20:54:16.180001
3401789909056,increase,start,2023-11-13 20:54:16.180001
3401789909056,increase,stop,2023-11-13 20:54:16.181001
3401789908544,increase,start,2023-11-13 20:54:16.181001
3401789908544,increase,stop,2023-11-13 20:54:16.181001
3401789909312,increase,start,2023-11-13 20:54:16.182001
3401789909312,increase,stop,2023-11-13 20:54:16.182001
3220740279808,increase,start,2023-11-13 20:54:19.884941
3220740279808,increase,stop,2023-11-13 20:54:19.885978
3220740507904,increase,start,2023-11-13 20:54:19.887941
3220740507904,increase,stop,2023-11-13 20:54:19.890974
3220740507584,increase,start,2023-11-13 20:54:19.892944
3220740507584,increase,stop,2023-11-13 20:54:19.892944
3220740508160,increase,start,2023-11-13 20:54:19.893943
3220740508160,increase,stop,2023-11-13 20:54:19.893943
3220740507264,increase,start,2023-11-13 20:54:19.894942
3220740507264,increase,stop,2023-11-13 20:54:19.894942
3220740507968,increase,start,2023-11-13 20:54:19.895954
3220740507968,increase,stop,2023-11-13 20:54:19.895954
3220740506880,increase,start,2023-11-13 20:54:19.895954
3220740506880,increase,stop,2023-11-13 20:54:19.896956
3220740508032,increase,start,2023-11-13 20:54:19.896956
3220740508032,increase,stop,2023-11-13 20:54:19.896956
3220740507840,increase,start,2023-11-13 20:54:19.897971
3220740507840,increase,stop,2023-11-13 20:54:19.897971
3220740508224,increase,start,2023-11-13 20:54:19.897971
3220740508224,increase,stop,2023-11-13 20:54:19.898940
